Network Rules Log
Generated: 24/05/2025 1:55:22 pm
=================================
[Rule: Allow Corp Web HTTPS]
  Source: ANY:-1
  Destination: 10.0.1.0/24:443
  Protocol: TCP
  Action: ALLOW
  Priority: 50
---------------------------------
[Rule: Allow Corp Web HTTP]
  Source: ANY:-1
  Destination: 10.0.1.0/24:80
  Protocol: TCP
  Action: ALLOW
  Priority: 40
---------------------------------
[Rule: Allow FTP (Work Hours)]
  Source: ANY:-1
  Destination: ANY:62774
  Protocol: TCP
  Action: ALLOW
  Priority: 30
---------------------------------
[Rule: Block Bad Site]
  Source: ANY:-1
  Destination: 6.6.6.6:-1
  Protocol: ANY
  Action: DENY
  Priority: 100
---------------------------------
[Rule: Override Block Bad Site]
  Source: ANY:-1
  Destination: 6.6.6.6:-1
  Protocol: ANY
  Action: ALLOW
  Priority: 110
---------------------------------
[Rule: Log All Web to Corp]
  Source: ANY:-1
  Destination: 10.0.1.0/24:443
  Protocol: TCP
  Action: LOG
  Priority: 45
---------------------------------
[Rule: Allow Local DNS]
  Source: ANY:-1
  Destination: ANY:53
  Protocol: UDP
  Action: ALLOW
  Priority: 60
---------------------------------
[Rule: Allow Local DNS]
  Source: ANY:-1
  Destination: ANY:53
  Protocol: TCP
  Action: ALLOW
  Priority: 60
---------------------------------
[Rule: Allow DHCP]
  Source: ANY:68
  Destination: ANY:67
  Protocol: UDP
  Action: ALLOW
  Priority: 70
---------------------------------
[Rule: New Rule 10]
  Source: ANY:-1
  Destination: ANY:-1
  Protocol: TCP
  Action: DENY
  Priority: 50
---------------------------------
Sat May 24 16:16:57 2025 - SrcIP: 192.168.100.71, DstIP: 140.82.112.21, SrcPort: 52309, DstPort: 443, Proto: TCP - Action: DENY
Mon May 26 08:24:03 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24580, DstPort: 43628, Proto: OTHER - Action: DENY
Mon May 26 08:24:04 2025 - SrcIP: 0.122.2.150, DstIP: 0.0.0.0, SrcPort: 24577, DstPort: 36336, Proto: OTHER - Action: DENY
Mon May 26 08:24:07 2025 - SrcIP: 0.122.0.0, DstIP: 0.0.0.0, SrcPort: 24583, DstPort: 2632, Proto: OTHER - Action: DENY
Mon May 26 08:24:09 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24590, DstPort: 42532, Proto: OTHER - Action: DENY
Mon May 26 08:24:10 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24590, DstPort: 42532, Proto: OTHER - Action: DENY
Mon May 26 08:24:16 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24589, DstPort: 42299, Proto: OTHER - Action: DENY
Mon May 26 08:24:17 2025 - SrcIP: 0.41.0.1, DstIP: 0.0.0.0, SrcPort: 24586, DstPort: 30975, Proto: OTHER - Action: DENY
Mon May 26 08:24:59 2025 - SrcIP: 192.168.18.1, DstIP: 239.255.255.250, SrcPort: 60420, DstPort: 1900, Proto: UDP - Action: DENY
Mon May 26 08:25:00 2025 - SrcIP: 192.168.18.1, DstIP: 239.255.255.250, SrcPort: 60420, DstPort: 1900, Proto: UDP - Action: DENY
Mon May 26 08:25:03 2025 - SrcIP: 0.0.0.0, DstIP: 57.115.171.164, SrcPort: 24590, DstPort: 49747, Proto: OTHER - Action: DENY
Mon May 26 08:25:06 2025 - SrcIP: 192.168.18.17, DstIP: 192.168.18.1, SrcPort: 2048, DstPort: 19780, Proto: OTHER - Action: DENY
Mon May 26 08:25:07 2025 - SrcIP: 192.168.18.17, DstIP: 192.168.18.1, SrcPort: 2048, DstPort: 19779, Proto: OTHER - Action: DENY
Mon May 26 08:25:08 2025 - SrcIP: 0.122.0.0, DstIP: 0.0.0.0, SrcPort: 24591, DstPort: 12247, Proto: OTHER - Action: DENY
Mon May 26 08:25:09 2025 - SrcIP: 192.168.18.17, DstIP: 192.168.18.1, SrcPort: 2048, DstPort: 19777, Proto: OTHER - Action: DENY
Mon May 26 08:25:10 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24590, DstPort: 42532, Proto: OTHER - Action: DENY
Mon May 26 08:25:11 2025 - SrcIP: 20.0.0.1, DstIP: 0.0.0.0, SrcPort: 24586, DstPort: 64746, Proto: OTHER - Action: DENY
Mon May 26 08:25:12 2025 - SrcIP: 192.168.18.17, DstIP: 52.182.143.210, SrcPort: 57335, DstPort: 443, Proto: TCP - Action: DENY
Mon May 26 08:25:53 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24587, DstPort: 2737, Proto: OTHER - Action: DENY
Mon May 26 08:26:01 2025 - SrcIP: 192.168.18.1, DstIP: 239.255.255.250, SrcPort: 60420, DstPort: 1900, Proto: UDP - Action: DENY
Mon May 26 08:26:02 2025 - SrcIP: 192.168.18.1, DstIP: 239.255.255.250, SrcPort: 60420, DstPort: 1900, Proto: UDP - Action: DENY
Mon May 26 08:26:03 2025 - SrcIP: 52.182.143.211, DstIP: 192.168.18.17, SrcPort: 443, DstPort: 57345, Proto: TCP - Action: DENY
Mon May 26 08:26:07 2025 - SrcIP: 0.122.0.0, DstIP: 0.0.0.0, SrcPort: 24589, DstPort: 41119, Proto: OTHER - Action: DENY
Mon May 26 08:26:10 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24590, DstPort: 42532, Proto: OTHER - Action: DENY
Mon May 26 08:26:12 2025 - SrcIP: 192.168.18.17, DstIP: 52.232.161.82, SrcPort: 57344, DstPort: 443, Proto: TCP - Action: DENY
Mon May 26 08:26:37 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24578, DstPort: 51042, Proto: OTHER - Action: DENY
Mon May 26 08:26:39 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24590, DstPort: 42532, Proto: OTHER - Action: DENY
Mon May 26 08:26:40 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24590, DstPort: 42532, Proto: OTHER - Action: DENY
Mon May 26 08:43:59 2025 - SrcIP: 192.168.18.17, DstIP: 224.0.0.251, SrcPort: 5632, DstPort: 2308, Proto: OTHER - Action: DENY
Mon May 26 08:44:00 2025 - SrcIP: 192.168.18.17, DstIP: 224.0.0.252, SrcPort: 5632, DstPort: 2307, Proto: OTHER - Action: DENY
Mon May 26 08:44:02 2025 - SrcIP: 192.168.18.17, DstIP: 239.255.255.250, SrcPort: 5632, DstPort: 64004, Proto: OTHER - Action: DENY
Mon May 26 08:44:14 2025 - SrcIP: 72.76.41.246, DstIP: 12.201.192.168, SrcPort: 0, DstPort: 2054, Proto: OTHER - Action: DENY
Mon May 26 08:44:16 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24581, DstPort: 795, Proto: OTHER - Action: DENY
Mon May 26 08:44:18 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24591, DstPort: 37364, Proto: OTHER - Action: DENY
Mon May 26 08:44:19 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24581, DstPort: 32895, Proto: OTHER - Action: DENY
Mon May 26 08:44:20 2025 - SrcIP: 192.168.18.1, DstIP: 239.255.255.250, SrcPort: 60420, DstPort: 1900, Proto: UDP - Action: DENY
Mon May 26 08:44:21 2025 - SrcIP: 192.168.18.1, DstIP: 239.255.255.250, SrcPort: 60420, DstPort: 1900, Proto: UDP - Action: DENY
Mon May 26 08:44:38 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24578, DstPort: 51042, Proto: OTHER - Action: DENY
Mon May 26 08:45:53 2025 - SrcIP: 140.82.114.22, DstIP: 192.168.18.17, SrcPort: 443, DstPort: 57409, Proto: TCP - Action: DENY
Mon May 26 08:45:53 2025 - SrcIP: 192.168.18.17, DstIP: 140.82.114.22, SrcPort: 57409, DstPort: 443, Proto: TCP - Action: DENY
Mon May 26 08:45:54 2025 - SrcIP: 140.82.114.22, DstIP: 192.168.18.17, SrcPort: 443, DstPort: 57409, Proto: TCP - Action: DENY
Mon May 26 08:45:56 2025 - SrcIP: 0.122.0.0, DstIP: 0.0.0.0, SrcPort: 24581, DstPort: 23927, Proto: OTHER - Action: DENY
Mon May 26 08:45:58 2025 - SrcIP: 140.82.114.22, DstIP: 192.168.18.17, SrcPort: 443, DstPort: 57409, Proto: TCP - Action: DENY
Mon May 26 08:45:59 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24578, DstPort: 63120, Proto: OTHER - Action: DENY
Mon May 26 08:46:02 2025 - SrcIP: 0.0.0.0, DstIP: 57.115.171.164, SrcPort: 24577, DstPort: 44483, Proto: OTHER - Action: DENY
Mon May 26 08:46:03 2025 - SrcIP: 192.168.18.17, DstIP: 224.0.0.251, SrcPort: 5632, DstPort: 2308, Proto: OTHER - Action: DENY
Mon May 26 08:46:04 2025 - SrcIP: 52.182.143.209, DstIP: 192.168.18.17, SrcPort: 443, DstPort: 57411, Proto: TCP - Action: DENY
Mon May 26 08:46:08 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24578, DstPort: 51042, Proto: OTHER - Action: DENY
Mon May 26 08:46:10 2025 - SrcIP: 192.168.18.17, DstIP: 224.0.0.252, SrcPort: 5632, DstPort: 2307, Proto: OTHER - Action: DENY
Mon May 26 08:46:22 2025 - SrcIP: 192.168.18.1, DstIP: 239.255.255.250, SrcPort: 60420, DstPort: 1900, Proto: UDP - Action: DENY
Mon May 26 08:46:23 2025 - SrcIP: 192.168.18.1, DstIP: 239.255.255.250, SrcPort: 60420, DstPort: 1900, Proto: UDP - Action: DENY
Mon May 26 08:46:42 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24578, DstPort: 13630, Proto: OTHER - Action: DENY
Mon May 26 08:46:45 2025 - SrcIP: 0.0.0.0, DstIP: 74.76.41.255, SrcPort: 24576, DstPort: 0, Proto: OTHER - Action: DENY
Mon May 26 08:46:49 2025 - SrcIP: 0.0.0.0, DstIP: 57.115.171.164, SrcPort: 24589, DstPort: 56664, Proto: OTHER - Action: DENY
Mon May 26 08:46:50 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24588, DstPort: 33383, Proto: OTHER - Action: DENY
Mon May 26 08:46:51 2025 - SrcIP: 192.168.18.17, DstIP: 192.168.18.255, SrcPort: 137, DstPort: 137, Proto: UDP - Action: DENY
Mon May 26 08:46:52 2025 - SrcIP: 192.168.18.17, DstIP: 192.168.18.255, SrcPort: 137, DstPort: 137, Proto: UDP - Action: DENY
Mon May 26 08:46:53 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24578, DstPort: 51042, Proto: OTHER - Action: DENY
Mon May 26 08:46:56 2025 - SrcIP: 0.122.0.0, DstIP: 0.0.0.0, SrcPort: 24584, DstPort: 9225, Proto: OTHER - Action: DENY
Mon May 26 08:47:01 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24588, DstPort: 33383, Proto: OTHER - Action: DENY
Mon May 26 08:47:02 2025 - SrcIP: 64.24.8.4, DstIP: 0.0.0.0, SrcPort: 24576, DstPort: 0, Proto: OTHER - Action: DENY
Mon May 26 08:47:04 2025 - SrcIP: 192.168.18.17, DstIP: 192.168.18.1, SrcPort: 2048, DstPort: 19776, Proto: OTHER - Action: DENY
Mon May 26 08:47:05 2025 - SrcIP: 52.182.143.209, DstIP: 192.168.18.17, SrcPort: 443, DstPort: 57411, Proto: TCP - Action: DENY
Mon May 26 08:50:22 2025 - SrcIP: 0.0.0.0, DstIP: 57.115.171.164, SrcPort: 24589, DstPort: 13561, Proto: OTHER - Action: DENY
Mon May 26 08:50:23 2025 - SrcIP: 140.82.113.21, DstIP: 192.168.18.17, SrcPort: 443, DstPort: 57419, Proto: TCP - Action: ALLOW
Mon May 26 08:50:26 2025 - SrcIP: 192.168.18.1, DstIP: 239.255.255.250, SrcPort: 60420, DstPort: 1900, Proto: UDP - Action: ALLOW
Mon May 26 08:50:27 2025 - SrcIP: 192.168.18.1, DstIP: 239.255.255.250, SrcPort: 60420, DstPort: 1900, Proto: UDP - Action: ALLOW
Mon May 26 08:50:30 2025 - SrcIP: 0.0.0.0, DstIP: 57.115.171.164, SrcPort: 24590, DstPort: 60470, Proto: OTHER - Action: DENY
Mon May 26 08:50:31 2025 - SrcIP: 112.106.161.138, DstIP: 192.168.18.17, SrcPort: 10443, DstPort: 57422, Proto: TCP - Action: ALLOW
Mon May 26 08:50:33 2025 - SrcIP: 192.168.18.17, DstIP: 112.106.161.138, SrcPort: 57422, DstPort: 10443, Proto: TCP - Action: ALLOW
Mon May 26 08:50:34 2025 - SrcIP: 112.106.161.138, DstIP: 192.168.18.17, SrcPort: 10443, DstPort: 57422, Proto: TCP - Action: ALLOW
Mon May 26 08:50:36 2025 - SrcIP: 64.1.236.170, DstIP: 192.168.18.1, SrcPort: 0, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 08:50:38 2025 - SrcIP: 64.1.236.140, DstIP: 192.168.18.1, SrcPort: 0, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 09:27:05 2025 - SrcIP: 20.189.173.7, DstIP: 192.168.18.17, SrcPort: 443, DstPort: 57647, Proto: TCP - Action: ALLOW
Mon May 26 09:27:14 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24580, DstPort: 8341, Proto: OTHER - Action: DENY
Mon May 26 09:27:17 2025 - SrcIP: 192.168.18.17, DstIP: 52.168.112.67, SrcPort: 57628, DstPort: 443, Proto: TCP - Action: ALLOW
Mon May 26 09:27:20 2025 - SrcIP: 0.0.0.0, DstIP: 57.115.171.164, SrcPort: 24578, DstPort: 16562, Proto: OTHER - Action: DENY
Mon May 26 09:27:21 2025 - SrcIP: 0.51.0.3, DstIP: 0.0.0.0, SrcPort: 24583, DstPort: 11089, Proto: OTHER - Action: DENY
Mon May 26 09:27:23 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24578, DstPort: 51042, Proto: OTHER - Action: DENY
Mon May 26 09:27:25 2025 - SrcIP: 0.0.0.0, DstIP: 57.115.171.164, SrcPort: 24589, DstPort: 16242, Proto: OTHER - Action: DENY
Mon May 26 09:27:25 2025 - SrcIP: 0.122.0.0, DstIP: 0.0.0.0, SrcPort: 24579, DstPort: 24438, Proto: OTHER - Action: DENY
Mon May 26 09:27:26 2025 - SrcIP: 0.122.0.0, DstIP: 0.0.0.0, SrcPort: 24579, DstPort: 24438, Proto: OTHER - Action: DENY
Mon May 26 09:27:27 2025 - SrcIP: 20.189.173.14, DstIP: 192.168.18.17, SrcPort: 443, DstPort: 57655, Proto: TCP - Action: ALLOW
Mon May 26 10:11:47 2025 - SrcIP: 192.168.18.17, DstIP: 52.168.117.170, SrcPort: 57743, DstPort: 443, Proto: TCP - Action: ALLOW
Mon May 26 10:11:50 2025 - SrcIP: 192.168.18.1, DstIP: 239.255.255.250, SrcPort: 60420, DstPort: 1900, Proto: UDP - Action: ALLOW
Mon May 26 10:11:54 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24586, DstPort: 58332, Proto: OTHER - Action: DENY
Mon May 26 10:11:56 2025 - SrcIP: 36.230.185.0, DstIP: 45.22.167.36, SrcPort: 24576, DstPort: 0, Proto: OTHER - Action: DENY
Mon May 26 10:12:00 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24587, DstPort: 33163, Proto: OTHER - Action: DENY
Mon May 26 10:12:05 2025 - SrcIP: 192.168.18.17, DstIP: 20.44.229.112, SrcPort: 57740, DstPort: 443, Proto: TCP - Action: ALLOW
Mon May 26 10:12:10 2025 - SrcIP: 225.234.192.168, DstIP: 18.17.72.76, SrcPort: 1, DstPort: 2048, Proto: OTHER - Action: DENY
Mon May 26 10:12:17 2025 - SrcIP: 0.8.14.189, DstIP: 13.77.255.6, SrcPort: 24576, DstPort: 34458, Proto: OTHER - Action: DENY
